loan_amount;emp_length;home_ownership;income;loan_purpose;debt_to_income;credit_score;recent_inquiry;delinquent;credit_accounts;bad_public_record;credit_utilization;past_bankrupt;outcome
MEDIUM;2 - 5 years;RENT;MEDIUM;other;LOW;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
LOW;2 - 5 years;RENT;HIGH;other;AVERAGE;LOW;YES;MORE THAN 2 YEARS;FEW;NO;LOW;NO;default
MEDIUM;6 - 9 years;RENT;HIGH;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;repaid
LOW;6 - 9 years;RENT;MEDIUM;major_purchase;LOW;AVERAGE;NO;IN PAST 2 YEARS;FEW;NO;LOW;NO;default
MEDIUM;unemployed;RENT;MEDIUM;other;HIGH;AVERAGE;YES;NEVER;MANY;YES;MEDIUM;YES;default
MEDIUM;< 2 years;OWN;LOW;debt_consolidation;AVERAGE;HIGH;NO;NEVER;FEW;NO;MEDIUM;NO;repaid
LOW;< 2 years;MORTGAGE;MEDIUM;other;AVERAGE;AVERAGE;NO;NEVER;FEW;NO;LOW;NO;repaid
LOW;2 - 5 years;RENT;LOW;debt_consolidation;HIGH;AVERAGE;YES;NEVER;FEW;NO;HIGH;NO;default
MEDIUM;2 - 5 years;RENT;LOW;debt_consolidation;LOW;HIGH;YES;NEVER;FEW;NO;LOW;NO;default
HIGH;10+ years;MORTGAGE;HIGH;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;default
HIGH;6 - 9 years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;HIGH;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
MEDIUM;6 - 9 years;MORTGAGE;HIGH;credit_card;AVERAGE;AVERAGE;YES;NEVER;MANY;NO;MEDIUM;NO;repaid
HIGH;6 - 9 years;RENT;HIGH;debt_consolidation;HIGH;HIGH;YES;NEVER;AVERAGE;NO;LOW;NO;default
HIGH;10+ years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;10+ years;MORTGAGE;MEDIUM;other;AVERAGE;HIGH;NO;NEVER;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;2 - 5 years;MORTGAGE;MEDIUM;major_purchase;AVERAGE;AVERAGE;NO;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;default
LOW;2 - 5 years;OWN;LOW;car;LOW;AVERAGE;YES;IN PAST 2 YEARS;AVERAGE;NO;MEDIUM;NO;repaid
HIGH;< 2 years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;MORE THAN 2 YEARS;MANY;NO;LOW;NO;default
HIGH;10+ years;MORTGAGE;MEDIUM;vacation;LOW;HIGH;NO;NEVER;FEW;NO;LOW;NO;repaid
LOW;2 - 5 years;RENT;LOW;debt_consolidation;LOW;AVERAGE;NO;NEVER;FEW;NO;MEDIUM;NO;default
MEDIUM;< 2 years;MORTGAGE;LOW;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
LOW;2 - 5 years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;FEW;NO;HIGH;NO;repaid
HIGH;10+ years;RENT;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;MANY;NO;LOW;NO;default
MEDIUM;2 - 5 years;MORTGAGE;LOW;other;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;default
MEDIUM;6 - 9 years;RENT;LOW;small_business;HIGH;AVERAGE;YES;NEVER;FEW;NO;HIGH;NO;default
MEDIUM;6 - 9 years;MORTGAGE;HIGH;credit_card;AVERAGE;LOW;NO;MORE THAN 2 YEARS;MANY;NO;MEDIUM;NO;repaid
LOW;2 - 5 years;RENT;MEDIUM;other;LOW;AVERAGE;YES;IN PAST 2 YEARS;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;10+ years;MORTGAGE;MEDIUM;debt_consolidation;HIGH;AVERAGE;NO;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;2 - 5 years;MORTGAGE;HIGH;debt_consolidation;LOW;AVERAGE;YES;MORE THAN 2 YEARS;AVERAGE;YES;MEDIUM;NO;repaid
MEDIUM;6 - 9 years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;LOW;YES;MORE THAN 2 YEARS;FEW;NO;HIGH;NO;repaid
MEDIUM;10+ years;RENT;LOW;home_improvement;AVERAGE;AVERAGE;YES;NEVER;FEW;NO;MEDIUM;NO;default
LOW;6 - 9 years;RENT;MEDIUM;other;LOW;LOW;YES;MORE THAN 2 YEARS;FEW;NO;MEDIUM;NO;default
HIGH;10+ years;OWN;MEDIUM;major_purchase;AVERAGE;AVERAGE;YES;IN PAST 2 YEARS;AVERAGE;NO;MEDIUM;NO;default
HIGH;10+ years;RENT;LOW;debt_consolidation;AVERAGE;AVERAGE;YES;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;default
LOW;< 2 years;RENT;LOW;major_purchase;AVERAGE;HIGH;NO;NEVER;AVERAGE;NO;LOW;NO;repaid
HIGH;2 - 5 years;MORTGAGE;HIGH;home_improvement;AVERAGE;AVERAGE;NO;IN PAST 2 YEARS;AVERAGE;NO;HIGH;NO;default
HIGH;10+ years;RENT;LOW;debt_consolidation;HIGH;AVERAGE;YES;NEVER;FEW;NO;HIGH;NO;repaid
MEDIUM;2 - 5 years;RENT;LOW;other;HIGH;HIGH;NO;NEVER;FEW;NO;LOW;NO;repaid
HIGH;10+ years;OWN;HIGH;home_improvement;AVERAGE;AVERAGE;YES;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;6 - 9 years;MORTGAGE;MEDIUM;debt_consolidation;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;repaid
HIGH;2 - 5 years;MORTGAGE;MEDIUM;home_improvement;AVERAGE;AVERAGE;YES;IN PAST 2 YEARS;MANY;YES;LOW;YES;default
LOW;6 - 9 years;RENT;LOW;debt_consolidation;AVERAGE;AVERAGE;NO;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;repaid
HIGH;2 - 5 years;RENT;HIGH;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;MANY;NO;MEDIUM;NO;repaid
MEDIUM;10+ years;RENT;MEDIUM;house;LOW;HIGH;YES;NEVER;FEW;NO;LOW;NO;repaid
LOW;< 2 years;RENT;LOW;other;LOW;AVERAGE;NO;MORE THAN 2 YEARS;AVERAGE;NO;LOW;NO;default
MEDIUM;< 2 years;RENT;LOW;debt_consolidation;LOW;AVERAGE;YES;NEVER;FEW;NO;MEDIUM;NO;default
MEDIUM;10+ years;MORTGAGE;LOW;other;HIGH;AVERAGE;YES;NEVER;MANY;NO;LOW;NO;default
MEDIUM;unemployed;RENT;LOW;debt_consolidation;AVERAGE;AVERAGE;NO;MORE THAN 2 YEARS;FEW;NO;MEDIUM;NO;repaid
MEDIUM;10+ years;MORTGAGE;MEDIUM;car;HIGH;LOW;YES;MORE THAN 2 YEARS;MANY;NO;MEDIUM;NO;default
MEDIUM;10+ years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;NO;MORE THAN 2 YEARS;MANY;NO;MEDIUM;NO;default
LOW;6 - 9 years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;default
HIGH;< 2 years;RENT;MEDIUM;small_business;LOW;HIGH;NO;NEVER;AVERAGE;NO;LOW;NO;repaid
LOW;unemployed;RENT;LOW;car;LOW;HIGH;NO;NEVER;FEW;NO;MEDIUM;NO;repaid
MEDIUM;< 2 years;RENT;LOW;small_business;LOW;AVERAGE;NO;NEVER;FEW;NO;LOW;NO;default
LOW;2 - 5 years;OWN;LOW;debt_consolidation;LOW;AVERAGE;NO;NEVER;FEW;NO;HIGH;NO;default
HIGH;2 - 5 years;MORTGAGE;MEDIUM;other;AVERAGE;HIGH;YES;NEVER;MANY;NO;LOW;NO;repaid
HIGH;< 2 years;RENT;LOW;major_purchase;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
LOW;< 2 years;OWN;LOW;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;LOW;NO;default
MEDIUM;2 - 5 years;OWN;MEDIUM;debt_consolidation;AVERAGE;LOW;YES;IN PAST 2 YEARS;AVERAGE;NO;LOW;NO;default
LOW;2 - 5 years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;MORE THAN 2 YEARS;MANY;NO;MEDIUM;NO;default
MEDIUM;10+ years;MORTGAGE;LOW;credit_card;HIGH;AVERAGE;NO;NEVER;FEW;NO;HIGH;NO;default
LOW;unemployed;RENT;LOW;other;LOW;HIGH;NO;NEVER;FEW;NO;LOW;NO;repaid
LOW;10+ years;MORTGAGE;MEDIUM;vacation;AVERAGE;AVERAGE;NO;IN PAST 2 YEARS;AVERAGE;NO;LOW;NO;repaid
MEDIUM;2 - 5 years;RENT;LOW;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;FEW;NO;HIGH;NO;repaid
HIGH;10+ years;MORTGAGE;HIGH;debt_consolidation;AVERAGE;HIGH;NO;NEVER;FEW;NO;MEDIUM;NO;repaid
MEDIUM;10+ years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
HIGH;< 2 years;RENT;MEDIUM;debt_consolidation;HIGH;AVERAGE;NO;NEVER;MANY;NO;MEDIUM;NO;default
LOW;< 2 years;MORTGAGE;MEDIUM;major_purchase;HIGH;AVERAGE;NO;MORE THAN 2 YEARS;AVERAGE;NO;LOW;NO;repaid
LOW;< 2 years;MORTGAGE;LOW;debt_consolidation;HIGH;LOW;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;6 - 9 years;OWN;HIGH;major_purchase;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;NO;HIGH;NO;repaid
HIGH;6 - 9 years;MORTGAGE;HIGH;major_purchase;LOW;HIGH;NO;NEVER;FEW;NO;MEDIUM;NO;repaid
MEDIUM;10+ years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;NO;IN PAST 2 YEARS;AVERAGE;NO;MEDIUM;NO;default
LOW;10+ years;RENT;LOW;car;HIGH;AVERAGE;NO;NEVER;FEW;YES;MEDIUM;YES;repaid
MEDIUM;2 - 5 years;RENT;LOW;debt_consolidation;AVERAGE;HIGH;YES;NEVER;MANY;NO;MEDIUM;NO;default
HIGH;6 - 9 years;MORTGAGE;HIGH;debt_consolidation;LOW;AVERAGE;YES;NEVER;MANY;NO;MEDIUM;NO;repaid
MEDIUM;2 - 5 years;MORTGAGE;MEDIUM;credit_card;HIGH;AVERAGE;NO;NEVER;MANY;NO;HIGH;NO;default
MEDIUM;10+ years;MORTGAGE;LOW;home_improvement;HIGH;HIGH;NO;IN PAST 2 YEARS;AVERAGE;NO;LOW;NO;repaid
LOW;2 - 5 years;RENT;MEDIUM;vacation;AVERAGE;AVERAGE;NO;IN PAST 2 YEARS;MANY;NO;MEDIUM;NO;default
LOW;< 2 years;RENT;LOW;debt_consolidation;LOW;LOW;NO;NEVER;FEW;NO;HIGH;NO;default
HIGH;6 - 9 years;MORTGAGE;HIGH;small_business;LOW;HIGH;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
LOW;< 2 years;MORTGAGE;LOW;debt_consolidation;LOW;AVERAGE;YES;NEVER;FEW;YES;LOW;YES;default
LOW;< 2 years;RENT;LOW;moving;LOW;LOW;YES;IN PAST 2 YEARS;MANY;NO;MEDIUM;NO;default
HIGH;10+ years;MORTGAGE;HIGH;home_improvement;AVERAGE;HIGH;YES;NEVER;AVERAGE;NO;LOW;NO;repaid
HIGH;6 - 9 years;RENT;LOW;debt_consolidation;AVERAGE;AVERAGE;NO;IN PAST 2 YEARS;AVERAGE;NO;MEDIUM;NO;default
LOW;2 - 5 years;OWN;MEDIUM;debt_consolidation;AVERAGE;HIGH;YES;NEVER;MANY;NO;LOW;NO;repaid
HIGH;10+ years;MORTGAGE;HIGH;debt_consolidation;AVERAGE;HIGH;NO;NEVER;MANY;NO;LOW;NO;default
LOW;2 - 5 years;RENT;LOW;major_purchase;HIGH;AVERAGE;NO;MORE THAN 2 YEARS;AVERAGE;NO;LOW;NO;repaid
HIGH;6 - 9 years;MORTGAGE;MEDIUM;debt_consolidation;HIGH;AVERAGE;NO;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;repaid
LOW;unemployed;OWN;MEDIUM;home_improvement;LOW;LOW;NO;IN PAST 2 YEARS;AVERAGE;NO;LOW;NO;default
LOW;10+ years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;MANY;YES;MEDIUM;YES;default
MEDIUM;6 - 9 years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;NO;MEDIUM;NO;default
HIGH;< 2 years;MORTGAGE;MEDIUM;home_improvement;AVERAGE;AVERAGE;NO;MORE THAN 2 YEARS;MANY;NO;MEDIUM;NO;default
LOW;10+ years;MORTGAGE;HIGH;car;AVERAGE;HIGH;YES;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;repaid
LOW;2 - 5 years;RENT;MEDIUM;other;AVERAGE;AVERAGE;YES;NEVER;MANY;NO;HIGH;NO;default
MEDIUM;10+ years;RENT;MEDIUM;debt_consolidation;AVERAGE;LOW;NO;IN PAST 2 YEARS;FEW;NO;MEDIUM;NO;repaid
MEDIUM;2 - 5 years;RENT;MEDIUM;wedding;HIGH;LOW;YES;NEVER;MANY;NO;MEDIUM;NO;default
MEDIUM;6 - 9 years;RENT;HIGH;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;YES;HIGH;YES;repaid
MEDIUM;2 - 5 years;RENT;MEDIUM;credit_card;HIGH;AVERAGE;NO;MORE THAN 2 YEARS;FEW;NO;MEDIUM;NO;repaid
LOW;10+ years;RENT;LOW;other;HIGH;AVERAGE;NO;IN PAST 2 YEARS;FEW;NO;LOW;NO;default
HIGH;< 2 years;MORTGAGE;HIGH;credit_card;AVERAGE;LOW;YES;IN PAST 2 YEARS;AVERAGE;NO;HIGH;NO;repaid
LOW;< 2 years;RENT;LOW;other;AVERAGE;AVERAGE;NO;NEVER;FEW;NO;HIGH;NO;repaid
MEDIUM;< 2 years;MORTGAGE;MEDIUM;credit_card;LOW;AVERAGE;YES;NEVER;FEW;NO;MEDIUM;NO;repaid
MEDIUM;6 - 9 years;MORTGAGE;MEDIUM;debt_consolidation;LOW;AVERAGE;YES;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;repaid
MEDIUM;2 - 5 years;RENT;LOW;debt_consolidation;HIGH;AVERAGE;NO;MORE THAN 2 YEARS;FEW;NO;LOW;NO;default
MEDIUM;< 2 years;MORTGAGE;HIGH;debt_consolidation;LOW;AVERAGE;NO;NEVER;MANY;YES;HIGH;YES;default
MEDIUM;2 - 5 years;RENT;MEDIUM;home_improvement;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;10+ years;MORTGAGE;MEDIUM;debt_consolidation;HIGH;AVERAGE;YES;MORE THAN 2 YEARS;FEW;NO;HIGH;NO;default
MEDIUM;< 2 years;OWN;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;MANY;NO;MEDIUM;NO;default
MEDIUM;< 2 years;RENT;MEDIUM;home_improvement;LOW;HIGH;NO;NEVER;AVERAGE;NO;LOW;NO;repaid
HIGH;2 - 5 years;MORTGAGE;HIGH;home_improvement;AVERAGE;AVERAGE;YES;NEVER;MANY;NO;MEDIUM;NO;default
HIGH;2 - 5 years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;LOW;YES;MORE THAN 2 YEARS;FEW;NO;HIGH;NO;default
MEDIUM;10+ years;MORTGAGE;HIGH;home_improvement;HIGH;AVERAGE;YES;MORE THAN 2 YEARS;MANY;NO;HIGH;NO;repaid
LOW;< 2 years;RENT;MEDIUM;small_business;AVERAGE;LOW;YES;MORE THAN 2 YEARS;MANY;YES;HIGH;YES;default
HIGH;2 - 5 years;RENT;HIGH;debt_consolidation;HIGH;HIGH;NO;NEVER;MANY;NO;MEDIUM;NO;repaid
HIGH;10+ years;RENT;HIGH;debt_consolidation;LOW;AVERAGE;NO;NEVER;MANY;NO;MEDIUM;NO;repaid
MEDIUM;10+ years;RENT;HIGH;other;LOW;AVERAGE;NO;NEVER;AVERAGE;NO;LOW;NO;default
MEDIUM;< 2 years;MORTGAGE;HIGH;debt_consolidation;HIGH;HIGH;YES;NEVER;MANY;NO;MEDIUM;NO;repaid
HIGH;2 - 5 years;MORTGAGE;MEDIUM;debt_consolidation;HIGH;AVERAGE;NO;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;repaid
MEDIUM;6 - 9 years;OWN;HIGH;other;AVERAGE;AVERAGE;YES;MORE THAN 2 YEARS;AVERAGE;NO;HIGH;NO;repaid
MEDIUM;2 - 5 years;MORTGAGE;HIGH;debt_consolidation;LOW;HIGH;NO;NEVER;AVERAGE;NO;LOW;NO;repaid
MEDIUM;6 - 9 years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;YES;HIGH;YES;default
MEDIUM;< 2 years;MORTGAGE;HIGH;credit_card;LOW;AVERAGE;NO;MORE THAN 2 YEARS;FEW;NO;MEDIUM;NO;repaid
MEDIUM;10+ years;MORTGAGE;MEDIUM;major_purchase;HIGH;AVERAGE;YES;MORE THAN 2 YEARS;FEW;NO;HIGH;NO;default
HIGH;< 2 years;RENT;MEDIUM;major_purchase;HIGH;AVERAGE;NO;MORE THAN 2 YEARS;AVERAGE;NO;HIGH;NO;repaid
HIGH;2 - 5 years;MORTGAGE;MEDIUM;debt_consolidation;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
HIGH;6 - 9 years;MORTGAGE;HIGH;debt_consolidation;HIGH;HIGH;YES;NEVER;MANY;NO;MEDIUM;NO;repaid
HIGH;2 - 5 years;MORTGAGE;MEDIUM;home_improvement;LOW;HIGH;YES;NEVER;AVERAGE;NO;LOW;NO;default
HIGH;10+ years;MORTGAGE;MEDIUM;debt_consolidation;LOW;HIGH;NO;NEVER;FEW;NO;MEDIUM;NO;default
HIGH;2 - 5 years;RENT;MEDIUM;credit_card;HIGH;LOW;NO;NEVER;AVERAGE;NO;HIGH;NO;repaid
MEDIUM;2 - 5 years;RENT;LOW;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;default
HIGH;2 - 5 years;MORTGAGE;HIGH;debt_consolidation;HIGH;AVERAGE;NO;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;repaid
MEDIUM;2 - 5 years;RENT;MEDIUM;credit_card;LOW;AVERAGE;YES;NEVER;AVERAGE;NO;LOW;NO;default
MEDIUM;6 - 9 years;RENT;MEDIUM;other;LOW;AVERAGE;NO;NEVER;FEW;NO;MEDIUM;NO;repaid
HIGH;2 - 5 years;MORTGAGE;HIGH;small_business;AVERAGE;AVERAGE;NO;IN PAST 2 YEARS;MANY;YES;HIGH;YES;repaid
HIGH;2 - 5 years;RENT;HIGH;credit_card;AVERAGE;LOW;NO;NEVER;AVERAGE;NO;HIGH;NO;default
MEDIUM;unemployed;RENT;LOW;other;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;default
LOW;2 - 5 years;RENT;MEDIUM;other;LOW;AVERAGE;YES;MORE THAN 2 YEARS;AVERAGE;NO;MEDIUM;NO;repaid
HIGH;10+ years;MORTGAGE;HIGH;credit_card;AVERAGE;AVERAGE;NO;MORE THAN 2 YEARS;MANY;NO;HIGH;NO;repaid
MEDIUM;10+ years;MORTGAGE;MEDIUM;major_purchase;LOW;AVERAGE;NO;NEVER;FEW;NO;HIGH;NO;default
MEDIUM;2 - 5 years;RENT;MEDIUM;small_business;AVERAGE;LOW;YES;IN PAST 2 YEARS;AVERAGE;NO;MEDIUM;NO;repaid
MEDIUM;2 - 5 years;RENT;HIGH;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;MANY;NO;LOW;NO;repaid
HIGH;10+ years;MORTGAGE;HIGH;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
MEDIUM;10+ years;RENT;HIGH;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;FEW;NO;HIGH;NO;repaid
HIGH;10+ years;RENT;LOW;debt_consolidation;HIGH;HIGH;YES;NEVER;AVERAGE;NO;LOW;NO;default
MEDIUM;2 - 5 years;MORTGAGE;MEDIUM;car;HIGH;AVERAGE;YES;IN PAST 2 YEARS;AVERAGE;NO;LOW;NO;default
MEDIUM;10+ years;RENT;MEDIUM;credit_card;AVERAGE;AVERAGE;NO;MORE THAN 2 YEARS;AVERAGE;NO;HIGH;NO;repaid
MEDIUM;10+ years;MORTGAGE;MEDIUM;home_improvement;AVERAGE;AVERAGE;NO;NEVER;MANY;NO;MEDIUM;NO;default
MEDIUM;6 - 9 years;MORTGAGE;HIGH;car;AVERAGE;AVERAGE;NO;NEVER;MANY;NO;MEDIUM;NO;default
MEDIUM;10+ years;OWN;HIGH;debt_consolidation;LOW;HIGH;NO;NEVER;AVERAGE;NO;LOW;NO;repaid
LOW;6 - 9 years;RENT;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;default
LOW;10+ years;MORTGAGE;MEDIUM;other;LOW;HIGH;NO;NEVER;MANY;NO;LOW;NO;repaid
HIGH;2 - 5 years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;FEW;NO;HIGH;NO;default
LOW;10+ years;MORTGAGE;MEDIUM;debt_consolidation;HIGH;AVERAGE;YES;NEVER;MANY;NO;MEDIUM;NO;repaid
LOW;unemployed;MORTGAGE;MEDIUM;other;LOW;HIGH;NO;NEVER;AVERAGE;NO;LOW;NO;repaid
HIGH;2 - 5 years;MORTGAGE;MEDIUM;debt_consolidation;HIGH;AVERAGE;YES;NEVER;MANY;NO;MEDIUM;NO;default
HIGH;2 - 5 years;MORTGAGE;MEDIUM;other;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;repaid
HIGH;2 - 5 years;RENT;HIGH;debt_consolidation;LOW;AVERAGE;NO;MORE THAN 2 YEARS;FEW;NO;HIGH;NO;default
LOW;2 - 5 years;MORTGAGE;MEDIUM;car;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;YES;MEDIUM;NO;default
MEDIUM;2 - 5 years;OWN;LOW;debt_consolidation;AVERAGE;LOW;YES;IN PAST 2 YEARS;AVERAGE;NO;HIGH;NO;repaid
MEDIUM;6 - 9 years;RENT;LOW;debt_consolidation;HIGH;AVERAGE;NO;NEVER;AVERAGE;NO;MEDIUM;NO;default
LOW;2 - 5 years;RENT;LOW;credit_card;AVERAGE;AVERAGE;NO;NEVER;FEW;NO;MEDIUM;NO;repaid
MEDIUM;2 - 5 years;RENT;MEDIUM;credit_card;LOW;AVERAGE;YES;NEVER;FEW;NO;MEDIUM;NO;repaid
MEDIUM;2 - 5 years;RENT;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;default
MEDIUM;10+ years;OWN;MEDIUM;other;HIGH;AVERAGE;NO;NEVER;AVERAGE;NO;MEDIUM;NO;default
HIGH;10+ years;MORTGAGE;HIGH;debt_consolidation;LOW;HIGH;YES;NEVER;AVERAGE;NO;LOW;NO;repaid
MEDIUM;2 - 5 years;MORTGAGE;MEDIUM;moving;LOW;HIGH;NO;NEVER;AVERAGE;NO;LOW;NO;repaid
MEDIUM;10+ years;RENT;HIGH;debt_consolidation;AVERAGE;AVERAGE;NO;MORE THAN 2 YEARS;AVERAGE;NO;HIGH;NO;repaid
HIGH;< 2 years;MORTGAGE;HIGH;credit_card;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;repaid
HIGH;6 - 9 years;RENT;HIGH;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;HIGH;NO;repaid
LOW;unemployed;MORTGAGE;MEDIUM;other;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;NO;HIGH;NO;default
MEDIUM;6 - 9 years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;MORE THAN 2 YEARS;AVERAGE;YES;MEDIUM;NO;default
HIGH;10+ years;MORTGAGE;HIGH;debt_consolidation;HIGH;AVERAGE;NO;NEVER;MANY;NO;HIGH;NO;repaid
HIGH;6 - 9 years;MORTGAGE;LOW;debt_consolidation;HIGH;AVERAGE;YES;NEVER;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;6 - 9 years;RENT;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;YES;NEVER;AVERAGE;NO;LOW;NO;default
MEDIUM;10+ years;MORTGAGE;HIGH;other;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;2 - 5 years;MORTGAGE;LOW;debt_consolidation;HIGH;AVERAGE;YES;NEVER;MANY;NO;MEDIUM;NO;repaid
MEDIUM;10+ years;MORTGAGE;MEDIUM;home_improvement;LOW;HIGH;YES;NEVER;FEW;NO;LOW;NO;repaid
MEDIUM;< 2 years;RENT;LOW;major_purchase;AVERAGE;LOW;NO;NEVER;MANY;NO;MEDIUM;NO;repaid
LOW;10+ years;RENT;LOW;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;MANY;YES;HIGH;YES;repaid
MEDIUM;2 - 5 years;RENT;MEDIUM;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;YES;MEDIUM;YES;default
LOW;6 - 9 years;RENT;MEDIUM;small_business;LOW;AVERAGE;NO;NEVER;FEW;NO;HIGH;NO;repaid
MEDIUM;2 - 5 years;RENT;HIGH;debt_consolidation;HIGH;AVERAGE;YES;MORE THAN 2 YEARS;MANY;NO;HIGH;NO;repaid
HIGH;< 2 years;MORTGAGE;MEDIUM;small_business;HIGH;HIGH;NO;IN PAST 2 YEARS;AVERAGE;NO;MEDIUM;NO;repaid
LOW;< 2 years;RENT;LOW;major_purchase;AVERAGE;LOW;NO;MORE THAN 2 YEARS;FEW;NO;MEDIUM;NO;default
HIGH;6 - 9 years;MORTGAGE;MEDIUM;debt_consolidation;HIGH;AVERAGE;YES;IN PAST 2 YEARS;AVERAGE;NO;LOW;NO;repaid
MEDIUM;6 - 9 years;RENT;LOW;debt_consolidation;LOW;LOW;YES;IN PAST 2 YEARS;FEW;NO;HIGH;NO;default
HIGH;10+ years;MORTGAGE;HIGH;other;AVERAGE;AVERAGE;YES;MORE THAN 2 YEARS;MANY;NO;MEDIUM;NO;default
HIGH;2 - 5 years;RENT;MEDIUM;credit_card;AVERAGE;AVERAGE;NO;NEVER;AVERAGE;NO;MEDIUM;NO;default
MEDIUM;10+ years;MORTGAGE;HIGH;debt_consolidation;AVERAGE;AVERAGE;NO;NEVER;MANY;YES;MEDIUM;YES;repaid
MEDIUM;6 - 9 years;MORTGAGE;MEDIUM;debt_consolidation;AVERAGE;HIGH;NO;NEVER;AVERAGE;NO;LOW;NO;repaid
